Start,End,Status,Comments
2020-04-01T11:09:09.320062Z,2020-04-01T11:09:09.320062Z,night noise,
2020-04-01T14:11:26.809599Z,2020-04-01T14:11:26.809599Z,out of bed,
2020-04-01T14:40:00.196764Z,2020-04-01T14:40:00.196764Z,drink,with breakfast
2020-04-01T16:53:54.523198Z,2020-04-01T16:53:54.523198Z,chocolate,
2020-04-01T17:12:05.693699Z,2020-04-01T17:12:05.693699Z,meal,lunch
2020-04-01T23:02:13.802743Z,2020-04-01T23:02:13.802743Z,meal,dinner
2020-04-01T23:41:24.431231Z,2020-04-01T23:41:24.431231Z,caffeine,
2020-04-02T04:11:55.521026Z,2020-04-02T04:11:55.521026Z,sleep aid,
2020-04-02T04:12:34.274879Z,2020-04-02T04:12:34.274879Z,lights off,
2020-04-02T04:52:21.695913Z,2020-04-02T04:52:21.695913Z,in bed,
2020-04-02T06:15:08.512196Z,2020-04-02T14:17:25.215661Z,asleep,
2020-04-02T14:24:21.402601Z,2020-04-02T14:24:21.402601Z,out of bed,
2020-04-02T15:21:59.569704Z,2020-04-02T15:21:59.569704Z,meal,breakfast
2020-04-02T15:21:59.569704Z,2020-04-02T15:21:59.569704Z,drink,with breakfast
2020-04-02T18:47:35.120900Z,2020-04-02T18:47:35.120900Z,meal,lunch
2020-04-02T21:49:20.844229Z,2020-04-02T21:49:20.844229Z,toilet,
2020-04-03T00:09:13.844221Z,2020-04-03T00:09:13.844221Z,meal,dinner
2020-04-03T05:44:24.846662Z,2020-04-03T05:44:24.846662Z,lights off,
2020-04-03T06:01:19.154302Z,2020-04-03T06:01:19.154302Z,in bed,
2020-04-03T06:33:18.541397Z,2020-04-03T15:19:29.959539Z,asleep,
2020-04-03T12:22:08.405155Z,2020-04-03T12:22:08.405155Z,night noise,
2020-04-03T16:05:54.911118Z,2020-04-03T16:05:54.911118Z,out of bed,
2020-04-03T16:32:17.348352Z,2020-04-03T16:32:17.348352Z,meal,breakfast
2020-04-03T16:32:17.348352Z,2020-04-03T16:32:17.348352Z,drink,with breakfast
2020-04-03T18:12:11.364187Z,2020-04-03T18:12:11.364187Z,chocolate,
2020-04-03T18:27:43.066532Z,2020-04-03T18:27:43.066532Z,caffeine,
2020-04-03T18:50:01.646333Z,2020-04-03T18:50:01.646333Z,meal,lunch
2020-04-03T23:38:51.968233Z,2020-04-03T23:38:51.968233Z,toilet,
2020-04-04T01:08:41.751865Z,2020-04-04T01:08:41.751865Z,meal,dinner
2020-04-04T02:55:30.055173Z,2020-04-04T02:55:30.055173Z,snack,
2020-04-04T04:04:52.023135Z,2020-04-04T04:04:52.023135Z,lights off,
2020-04-04T04:25:32.840929Z,2020-04-04T04:25:32.840929Z,in bed,
2020-04-04T04:42:57.076611Z,2020-04-04T12:58:04.674078Z,asleep,
2020-04-04T13:17:04.548583Z,2020-04-04T13:17:04.548583Z,out of bed,
2020-04-04T13:22:04.548583Z,2020-04-04T13:22:04.548583Z,chocolate,
2020-04-04T13:42:26.382512Z,2020-04-04T13:42:26.382512Z,meal,breakfast
2020-04-04T16:11:11.630213Z,2020-04-04T16:11:11.630213Z,meal,lunch
2020-04-04T20:47:41.930268Z,2020-04-04T20:47:41.930268Z,meal,dinner
2020-04-04T22:45:02.406701Z,2020-04-04T22:45:02.406701Z,snack,
2020-04-05T00:09:45.103751Z,2020-04-05T00:09:45.103751Z,caffeine,
2020-04-05T05:40:17.452052Z,2020-04-05T05:40:17.452052Z,lights off,
2020-04-05T05:57:51.200539Z,2020-04-05T05:57:51.200539Z,in bed,
2020-04-05T06:00:04.219072Z,2020-04-05T14:22:17.346364Z,asleep,
2020-04-05T15:03:46.084765Z,2020-04-05T15:03:46.084765Z,out of bed,
2020-04-05T15:37:05.561419Z,2020-04-05T15:37:05.561419Z,meal,breakfast
2020-04-05T15:37:05.561419Z,2020-04-05T15:37:05.561419Z,drink,with breakfast
2020-04-05T18:14:58.456457Z,2020-04-05T18:14:58.456457Z,meal,lunch
2020-04-05T21:09:36.334702Z,2020-04-05T21:09:36.334702Z,chocolate,
2020-04-06T03:37:40.515415Z,2020-04-06T03:37:40.515415Z,sleep aid,
2020-04-06T04:14:44.830018Z,2020-04-06T04:14:44.830018Z,lights off,
2020-04-06T04:29:05.503625Z,2020-04-06T04:29:05.503625Z,in bed,
2020-04-06T05:02:39.213982Z,2020-04-06T14:26:44.708728Z,asleep,
2020-04-06T15:00:16.903201Z,2020-04-06T15:00:16.903201Z,out of bed,
2020-04-06T15:30:38.174301Z,2020-04-06T15:30:38.174301Z,meal,breakfast
2020-04-06T16:07:23.982722Z,2020-04-06T16:07:23.982722Z,toilet,
2020-04-06T18:58:38.979005Z,2020-04-06T18:58:38.979005Z,meal,lunch
2020-04-06T22:01:55.810183Z,2020-04-06T22:01:55.810183Z,toilet,
2020-04-07T01:57:09.591477Z,2020-04-07T01:57:09.591477Z,snack,
2020-04-07T05:51:41.899580Z,2020-04-07T05:51:41.899580Z,in bed,
2020-04-07T06:04:17.662596Z,2020-04-07T14:39:39.484468Z,asleep,
2020-04-07T06:04:17.662596Z,2020-04-07T06:04:17.662596Z,lights off,
2020-04-07T10:16:38.215547Z,2020-04-07T10:16:38.215547Z,night noise,
2020-04-07T14:49:56.282108Z,2020-04-07T14:49:56.282108Z,out of bed,
2020-04-07T15:22:28.112768Z,2020-04-07T15:22:28.112768Z,meal,breakfast
2020-04-07T15:22:28.112768Z,2020-04-07T15:22:28.112768Z,drink,with breakfast
2020-04-07T18:41:32.958666Z,2020-04-07T18:41:32.958666Z,meal,lunch
2020-04-07T20:01:30.827088Z,2020-04-07T20:01:30.827088Z,toilet,
2020-04-07T22:37:28.910100Z,2020-04-07T22:37:28.910100Z,caffeine,
2020-04-07T23:13:25.591332Z,2020-04-07T23:13:25.591332Z,meal,dinner
2020-04-07T23:14:15.068820Z,2020-04-07T23:14:15.068820Z,snack,
2020-04-08T02:10:37.754260Z,2020-04-08T02:10:37.754260Z,alcohol,
2020-04-08T04:58:07.042620Z,2020-04-08T04:58:07.042620Z,lights off,
2020-04-08T05:27:46.467460Z,2020-04-08T05:27:46.467460Z,in bed,
2020-04-08T07:23:06.130572Z,2020-04-08T07:23:06.130572Z,night noise,
2020-04-08T07:48:13.948259Z,2020-04-08T15:59:02.263106Z,asleep,
2020-04-08T16:07:23.481050Z,2020-04-08T16:07:23.481050Z,out of bed,
2020-04-08T16:45:02.440309Z,2020-04-08T16:45:02.440309Z,drink,with breakfast
2020-04-08T19:14:32.944676Z,2020-04-08T19:14:32.944676Z,meal,lunch
2020-04-08T19:32:38.326700Z,2020-04-08T19:32:38.326700Z,snack,
2020-04-09T00:14:56.076213Z,2020-04-09T00:14:56.076213Z,meal,dinner
2020-04-09T03:16:58.321155Z,2020-04-09T03:16:58.321155Z,caffeine,
2020-04-09T03:50:43.037244Z,2020-04-09T03:50:43.037244Z,chocolate,
2020-04-09T04:39:24.482683Z,2020-04-09T04:39:24.482683Z,sleep aid,
2020-04-09T05:55:38.745462Z,2020-04-09T12:54:00.034461Z,asleep,
2020-04-09T05:55:38.745462Z,2020-04-09T05:55:38.745462Z,in bed,
2020-04-09T05:55:38.745462Z,2020-04-09T05:55:38.745462Z,lights off,
2020-04-09T13:12:41.469585Z,2020-04-09T13:12:41.469585Z,out of bed,
2020-04-09T13:17:41.469585Z,2020-04-09T13:17:41.469585Z,caffeine,
2020-04-09T13:39:31.860021Z,2020-04-09T13:39:31.860021Z,meal,breakfast
2020-04-09T13:39:31.860021Z,2020-04-09T13:39:31.860021Z,drink,with breakfast
2020-04-09T16:31:00.150292Z,2020-04-09T16:31:00.150292Z,meal,lunch
2020-04-10T00:42:09.273013Z,2020-04-10T00:42:09.273013Z,snack,
2020-04-10T01:51:35.594677Z,2020-04-10T01:51:35.594677Z,chocolate,
2020-04-10T05:14:21.606747Z,2020-04-10T05:14:21.606747Z,in bed,
2020-04-10T05:14:24.732916Z,2020-04-10T05:14:24.732916Z,lights off,
2020-04-10T06:39:53.790147Z,2020-04-10T17:34:25.543224Z,asleep,
2020-04-10T18:11:09.779212Z,2020-04-10T18:11:09.779212Z,out of bed,
2020-04-10T18:52:52.386978Z,2020-04-10T18:52:52.386978Z,meal,breakfast
2020-04-10T18:52:52.386978Z,2020-04-10T18:52:52.386978Z,drink,with breakfast
2020-04-10T20:05:38.267020Z,2020-04-10T20:05:38.267020Z,chocolate,
2020-04-10T22:06:27.901029Z,2020-04-10T22:06:27.901029Z,meal,lunch
2020-04-10T23:23:04.096198Z,2020-04-10T23:23:04.096198Z,caffeine,
2020-04-11T03:13:13.535036Z,2020-04-11T03:13:13.535036Z,meal,dinner
2020-04-11T04:38:50.410286Z,2020-04-11T04:38:50.410286Z,snack,
2020-04-11T05:34:34.566444Z,2020-04-11T05:34:34.566444Z,in bed,
2020-04-11T05:37:21.615040Z,2020-04-11T05:37:21.615040Z,lights off,
2020-04-11T06:04:20.959338Z,2020-04-11T11:09:21.678689Z,asleep,
2020-04-11T12:02:05.833510Z,2020-04-11T12:02:05.833510Z,out of bed,
2020-04-11T12:34:04.589575Z,2020-04-11T12:34:04.589575Z,meal,breakfast
2020-04-11T12:34:04.589575Z,2020-04-11T12:34:04.589575Z,drink,with breakfast
2020-04-11T16:16:08.624662Z,2020-04-11T16:16:08.624662Z,meal,lunch
2020-04-11T16:41:24.737135Z,2020-04-11T16:41:24.737135Z,toilet,
2020-04-11T19:28:46.662122Z,2020-04-11T19:28:46.662122Z,snack,
2020-04-11T20:58:06.396450Z,2020-04-11T20:58:06.396450Z,meal,dinner
2020-04-12T02:36:23.132381Z,2020-04-12T02:36:23.132381Z,alcohol,
2020-04-12T03:48:53.542961Z,2020-04-12T03:48:53.542961Z,sleep aid,
2020-04-12T04:54:38.271103Z,2020-04-12T04:54:38.271103Z,lights off,
2020-04-12T05:12:54.741297Z,2020-04-12T05:12:54.741297Z,in bed,
2020-04-12T05:29:53.280802Z,2020-04-12T14:03:54.593673Z,asleep,
2020-04-12T12:15:24.253447Z,2020-04-12T12:15:24.253447Z,night noise,
2020-04-12T14:54:40.218279Z,2020-04-12T14:54:40.218279Z,out of bed,
2020-04-12T15:26:59.696710Z,2020-04-12T15:26:59.696710Z,meal,breakfast
2020-04-12T15:26:59.696710Z,2020-04-12T15:26:59.696710Z,drink,with breakfast
2020-04-12T18:17:03.233950Z,2020-04-12T18:17:03.233950Z,meal,lunch
2020-04-12T21:29:22.844669Z,2020-04-12T21:29:22.844669Z,meal,dinner
2020-04-12T22:20:51.834191Z,2020-04-12T22:20:51.834191Z,chocolate,
2020-04-13T03:01:00.826535Z,2020-04-13T03:01:00.826535Z,snack,
2020-04-13T04:29:56.993911Z,2020-04-13T04:29:56.993911Z,sleep aid,
2020-04-13T05:05:06.724623Z,2020-04-13T05:05:06.724623Z,in bed,
2020-04-13T05:05:06.724623Z,2020-04-13T05:05:06.724623Z,toilet,
2020-04-13T05:08:55.371847Z,2020-04-13T05:08:55.371847Z,lights off,
2020-04-13T05:12:43.580477Z,2020-04-13T12:13:50.459251Z,asleep,
2020-04-13T12:49:02.018642Z,2020-04-13T12:49:02.018642Z,out of bed,
2020-04-13T13:08:58.603975Z,2020-04-13T13:08:58.603975Z,meal,breakfast
2020-04-13T15:34:15.233990Z,2020-04-13T15:34:15.233990Z,meal,lunch
2020-04-13T18:23:45.609874Z,2020-04-13T18:23:45.609874Z,chocolate,
2020-04-13T20:38:35.236635Z,2020-04-13T20:38:35.236635Z,snack,
2020-04-14T03:27:14.264323Z,2020-04-14T03:27:14.264323Z,sleep aid,
2020-04-14T04:44:13.688890Z,2020-04-14T04:44:13.688890Z,in bed,
2020-04-14T04:47:51.155616Z,2020-04-14T04:47:51.155616Z,lights off,
2020-04-14T06:00:07.835363Z,2020-04-14T14:16:44.646532Z,asleep,
2020-04-14T14:24:54.613093Z,2020-04-14T14:24:54.613093Z,out of bed,
2020-04-14T15:08:30.481977Z,2020-04-14T15:08:30.481977Z,meal,breakfast
2020-04-14T15:08:30.481977Z,2020-04-14T15:08:30.481977Z,drink,with breakfast
2020-04-14T15:43:37.752797Z,2020-04-14T15:43:37.752797Z,chocolate,
2020-04-14T16:56:44.041409Z,2020-04-14T16:56:44.041409Z,caffeine,
2020-04-14T18:40:36.855889Z,2020-04-14T18:40:36.855889Z,meal,lunch
2020-04-14T23:22:52.478939Z,2020-04-14T23:22:52.478939Z,snack,
2020-04-15T00:54:08.623303Z,2020-04-15T00:54:08.623303Z,meal,dinner
2020-04-15T06:02:25.636179Z,2020-04-15T06:02:25.636179Z,in bed,
2020-04-15T06:14:40.319767Z,2020-04-15T06:14:40.319767Z,lights off,
2020-04-15T07:10:42.573152Z,2020-04-15T15:09:27.710164Z,asleep,
2020-04-15T15:29:26.155614Z,2020-04-15T15:29:26.155614Z,out of bed,
2020-04-15T15:38:30.956296Z,2020-04-15T15:38:30.956296Z,meal,breakfast
2020-04-15T15:38:30.956296Z,2020-04-15T15:38:30.956296Z,drink,with breakfast
2020-04-15T18:31:44.958393Z,2020-04-15T18:31:44.958393Z,meal,lunch
2020-04-15T19:46:50.315911Z,2020-04-15T19:46:50.315911Z,caffeine,
2020-04-15T21:41:32.172599Z,2020-04-15T21:41:32.172599Z,chocolate,
2020-04-15T22:40:09.949907Z,2020-04-15T22:40:09.949907Z,toilet,
2020-04-15T23:19:22.592169Z,2020-04-15T23:19:22.592169Z,meal,dinner
2020-04-16T00:32:24.757156Z,2020-04-16T00:32:24.757156Z,snack,
2020-04-16T06:41:02.801513Z,2020-04-16T06:41:02.801513Z,in bed,
2020-04-16T06:47:03.714724Z,2020-04-16T15:16:59.848743Z,asleep,
2020-04-16T06:47:03.714724Z,2020-04-16T06:47:03.714724Z,lights off,
2020-04-16T15:48:02.380563Z,2020-04-16T15:48:02.380563Z,out of bed,
2020-04-16T15:53:02.380563Z,2020-04-16T15:53:02.380563Z,caffeine,
2020-04-16T16:30:08.940450Z,2020-04-16T16:30:08.940450Z,meal,breakfast
2020-04-16T19:21:53.856565Z,2020-04-16T19:21:53.856565Z,meal,lunch
2020-04-16T23:14:34.618619Z,2020-04-16T23:14:34.618619Z,meal,dinner
2020-04-17T00:13:07.615949Z,2020-04-17T00:13:07.615949Z,chocolate,
2020-04-17T04:27:08.082888Z,2020-04-17T04:27:08.082888Z,lights off,
2020-04-17T04:38:26.215774Z,2020-04-17T11:08:35.242626Z,asleep,
2020-04-17T04:38:26.215774Z,2020-04-17T04:38:26.215774Z,in bed,
2020-04-17T12:07:05.289875Z,2020-04-17T12:07:05.289875Z,out of bed,
2020-04-17T12:12:05.289875Z,2020-04-17T12:12:05.289875Z,caffeine,
2020-04-17T12:39:22.728035Z,2020-04-17T12:39:22.728035Z,meal,breakfast
2020-04-17T18:14:23.454078Z,2020-04-17T18:14:23.454078Z,chocolate,
2020-04-17T18:56:48.396912Z,2020-04-17T18:56:48.396912Z,snack,
2020-04-17T21:24:58.829088Z,2020-04-17T21:24:58.829088Z,meal,dinner
2020-04-18T03:50:22.277932Z,2020-04-18T03:50:22.277932Z,in bed,
2020-04-18T03:51:19.056793Z,2020-04-18T03:51:19.056793Z,lights off,
2020-04-18T05:00:52.558835Z,2020-04-18T13:54:04.941900Z,asleep,
2020-04-18T11:06:54.027091Z,2020-04-18T11:06:54.027091Z,night noise,
2020-04-18T13:58:23.200542Z,2020-04-18T13:58:23.200542Z,out of bed,
2020-04-18T14:03:23.200542Z,2020-04-18T14:03:23.200542Z,meal,breakfast
2020-04-18T14:03:23.200542Z,2020-04-18T14:03:23.200542Z,drink,with breakfast
2020-04-18T16:25:09.564349Z,2020-04-18T16:25:09.564349Z,meal,lunch
2020-04-18T20:38:36.417170Z,2020-04-18T20:38:36.417170Z,meal,dinner
2020-04-19T02:54:19.228924Z,2020-04-19T02:54:19.228924Z,toilet,
2020-04-19T03:11:58.823922Z,2020-04-19T03:11:58.823922Z,sleep aid,
2020-04-19T04:19:03.834273Z,2020-04-19T04:19:03.834273Z,lights off,
2020-04-19T04:33:06.968117Z,2020-04-19T04:33:06.968117Z,in bed,
2020-04-19T06:02:45.923948Z,2020-04-19T13:47:12.031433Z,asleep,
2020-04-19T08:31:09.056532Z,2020-04-19T08:31:09.056532Z,night noise,
2020-04-19T14:24:31.588988Z,2020-04-19T14:24:31.588988Z,out of bed,
2020-04-19T15:13:35.828161Z,2020-04-19T15:13:35.828161Z,drink,with breakfast
2020-04-19T18:06:44.767307Z,2020-04-19T18:06:44.767307Z,meal,lunch
2020-04-19T22:40:54.822958Z,2020-04-19T22:40:54.822958Z,chocolate,
2020-04-20T04:44:59.350925Z,2020-04-20T04:44:59.350925Z,lights off,
2020-04-20T04:52:09.309321Z,2020-04-20T04:52:09.309321Z,in bed,
2020-04-20T04:58:16.826464Z,2020-04-20T13:00:40.519522Z,asleep,
2020-04-20T08:44:25.007443Z,2020-04-20T08:44:25.007443Z,night noise,
2020-04-20T13:36:56.944068Z,2020-04-20T13:36:56.944068Z,out of bed,
2020-04-20T13:41:56.944068Z,2020-04-20T13:41:56.944068Z,chocolate,
2020-04-20T13:49:52.528029Z,2020-04-20T13:49:52.528029Z,drink,with breakfast
2020-04-20T15:43:43.606798Z,2020-04-20T15:43:43.606798Z,meal,lunch
2020-04-20T21:32:56.266257Z,2020-04-20T21:32:56.266257Z,snack,
2020-04-20T23:04:08.095033Z,2020-04-20T23:04:08.095033Z,meal,dinner
2020-04-21T03:41:47.288030Z,2020-04-21T03:41:47.288030Z,caffeine,
2020-04-21T03:49:42.688264Z,2020-04-21T03:49:42.688264Z,lights off,
2020-04-21T03:55:06.939575Z,2020-04-21T03:55:06.939575Z,in bed,
2020-04-21T04:17:06.274589Z,2020-04-21T11:31:08.362890Z,asleep,
2020-04-21T12:17:30.932008Z,2020-04-21T12:17:30.932008Z,out of bed,
2020-04-21T12:56:20.658010Z,2020-04-21T12:56:20.658010Z,meal,breakfast
2020-04-21T12:56:20.658010Z,2020-04-21T12:56:20.658010Z,drink,with breakfast
2020-04-21T13:54:59.446186Z,2020-04-21T13:54:59.446186Z,toilet,
2020-04-21T14:08:53.767251Z,2020-04-21T14:08:53.767251Z,snack,
2020-04-21T15:26:20.718063Z,2020-04-21T15:26:20.718063Z,meal,lunch
2020-04-21T15:51:45.732935Z,2020-04-21T15:51:45.732935Z,caffeine,
2020-04-21T22:14:34.999398Z,2020-04-21T22:14:34.999398Z,meal,dinner
2020-04-21T23:56:23.126084Z,2020-04-21T23:56:23.126084Z,chocolate,
2020-04-22T03:25:23.324354Z,2020-04-22T03:25:23.324354Z,sleep aid,
2020-04-22T03:55:15.208767Z,2020-04-22T03:55:15.208767Z,in bed,
2020-04-22T04:07:20.484586Z,2020-04-22T04:07:20.484586Z,lights off,
2020-04-22T04:28:57.069926Z,2020-04-22T11:27:25.520261Z,asleep,
2020-04-22T12:15:52.867964Z,2020-04-22T12:15:52.867964Z,out of bed,
2020-04-22T12:20:52.867964Z,2020-04-22T12:20:52.867964Z,caffeine,
2020-04-22T12:52:20.370742Z,2020-04-22T12:52:20.370742Z,meal,breakfast
2020-04-22T12:52:20.370742Z,2020-04-22T12:52:20.370742Z,drink,with breakfast
2020-04-22T15:46:55.474092Z,2020-04-22T15:46:55.474092Z,meal,lunch
2020-04-22T19:28:09.314377Z,2020-04-22T19:28:09.314377Z,snack,
2020-04-22T20:50:51.971568Z,2020-04-22T20:50:51.971568Z,toilet,
2020-04-23T04:17:34.975049Z,2020-04-23T04:17:34.975049Z,sleep aid,
2020-04-23T04:43:10.354046Z,2020-04-23T04:43:10.354046Z,lights off,
2020-04-23T05:03:05.078970Z,2020-04-23T05:03:05.078970Z,in bed,
2020-04-23T05:53:38.308611Z,2020-04-23T15:48:02.269810Z,asleep,
2020-04-23T16:01:57.926548Z,2020-04-23T16:01:57.926548Z,out of bed,
2020-04-23T16:17:31.176401Z,2020-04-23T16:17:31.176401Z,meal,breakfast
2020-04-23T16:17:31.176401Z,2020-04-23T16:17:31.176401Z,drink,with breakfast
2020-04-23T17:45:49.629454Z,2020-04-23T17:45:49.629454Z,toilet,
2020-04-23T18:15:00.747694Z,2020-04-23T18:15:00.747694Z,chocolate,
2020-04-23T19:23:21.912890Z,2020-04-23T19:23:21.912890Z,meal,lunch
2020-04-23T22:02:18.044811Z,2020-04-23T22:02:18.044811Z,snack,
2020-04-24T01:23:33.033680Z,2020-04-24T01:23:33.033680Z,meal,dinner
2020-04-24T05:59:09.121457Z,2020-04-24T05:59:09.121457Z,lights off,
2020-04-24T06:18:08.300335Z,2020-04-24T06:18:08.300335Z,in bed,
2020-04-24T06:53:34.460307Z,2020-04-24T14:10:18.905744Z,asleep,
2020-04-24T14:51:03.084200Z,2020-04-24T14:51:03.084200Z,out of bed,
2020-04-24T14:56:03.084200Z,2020-04-24T14:56:03.084200Z,caffeine,
2020-04-24T15:29:35.050516Z,2020-04-24T15:29:35.050516Z,meal,breakfast
2020-04-24T15:29:35.050516Z,2020-04-24T15:29:35.050516Z,drink,with breakfast
2020-04-24T17:56:12.621804Z,2020-04-24T17:56:12.621804Z,chocolate,
2020-04-25T00:39:55.117722Z,2020-04-25T00:39:55.117722Z,snack,
2020-04-25T01:54:57.181184Z,2020-04-25T01:54:57.181184Z,alcohol,
2020-04-25T05:33:28.350495Z,2020-04-25T05:33:28.350495Z,toilet,
2020-04-25T05:52:55.563639Z,2020-04-25T05:52:55.563639Z,lights off,
2020-04-25T06:03:19.616114Z,2020-04-25T06:03:19.616114Z,in bed,
2020-04-25T06:40:52.433933Z,2020-04-25T13:56:13.424119Z,asleep,
2020-04-25T14:06:39.704375Z,2020-04-25T14:06:39.704375Z,out of bed,
2020-04-25T14:11:39.704375Z,2020-04-25T14:11:39.704375Z,chocolate,
2020-04-25T14:39:05.538654Z,2020-04-25T14:39:05.538654Z,drink,with breakfast
2020-04-25T17:30:30.419655Z,2020-04-25T17:30:30.419655Z,meal,lunch
2020-04-25T20:20:21.405766Z,2020-04-25T20:20:21.405766Z,caffeine,
2020-04-25T21:38:15.586691Z,2020-04-25T21:38:15.586691Z,snack,
2020-04-25T22:33:15.882221Z,2020-04-25T22:33:15.882221Z,meal,dinner
2020-04-26T01:53:24.372890Z,2020-04-26T01:53:24.372890Z,toilet,
2020-04-26T03:50:09.123595Z,2020-04-26T03:50:09.123595Z,lights off,
2020-04-26T04:15:38.273861Z,2020-04-26T10:57:07.583601Z,asleep,
2020-04-26T04:15:38.273861Z,2020-04-26T04:15:38.273861Z,in bed,
2020-04-26T11:22:30.848492Z,2020-04-26T11:22:30.848492Z,out of bed,
2020-04-26T11:27:30.848492Z,2020-04-26T11:27:30.848492Z,caffeine,
2020-04-26T11:33:12.636510Z,2020-04-26T11:33:12.636510Z,drink,with breakfast
2020-04-26T14:00:12.747328Z,2020-04-26T14:00:12.747328Z,chocolate,
2020-04-26T14:23:48.794239Z,2020-04-26T14:23:48.794239Z,meal,lunch
2020-04-26T18:51:00.722599Z,2020-04-26T18:51:00.722599Z,meal,dinner
2020-04-26T20:38:49.694345Z,2020-04-26T20:38:49.694345Z,toilet,
2020-04-27T02:01:28.169695Z,2020-04-27T02:01:28.169695Z,snack,
2020-04-27T02:44:04.212751Z,2020-04-27T02:44:04.212751Z,lights off,
2020-04-27T03:00:15.053450Z,2020-04-27T03:00:15.053450Z,in bed,
2020-04-27T03:39:17.249007Z,2020-04-27T12:07:08.761914Z,asleep,
2020-04-27T12:41:22.470381Z,2020-04-27T12:41:22.470381Z,out of bed,
2020-04-27T13:24:25.294271Z,2020-04-27T13:24:25.294271Z,caffeine,
2020-04-27T13:34:24.586914Z,2020-04-27T13:34:24.586914Z,meal,breakfast
2020-04-27T13:34:24.586914Z,2020-04-27T13:34:24.586914Z,drink,with breakfast
2020-04-27T16:14:37.014139Z,2020-04-27T16:14:37.014139Z,chocolate,
2020-04-27T21:13:44.658117Z,2020-04-27T21:13:44.658117Z,snack,
2020-04-28T04:29:11.055701Z,2020-04-28T04:29:11.055701Z,sleep aid,
2020-04-28T05:01:50.120294Z,2020-04-28T05:01:50.120294Z,lights off,
2020-04-28T05:31:11.391669Z,2020-04-28T05:31:11.391669Z,in bed,
2020-04-28T06:12:54.496521Z,2020-04-28T15:35:50.439166Z,asleep,
2020-04-28T10:16:09.005110Z,2020-04-28T10:16:09.005110Z,night noise,
2020-04-28T15:55:58.672365Z,2020-04-28T15:55:58.672365Z,out of bed,
2020-04-28T16:09:46.367961Z,2020-04-28T16:09:46.367961Z,chocolate,
2020-04-28T16:55:12.254924Z,2020-04-28T16:55:12.254924Z,meal,breakfast
2020-04-28T19:46:19.901445Z,2020-04-28T19:46:19.901445Z,meal,lunch
2020-04-28T21:05:49.143902Z,2020-04-28T21:05:49.143902Z,caffeine,
2020-04-29T00:07:30.864791Z,2020-04-29T00:07:30.864791Z,meal,dinner
2020-04-29T04:05:44.799072Z,2020-04-29T04:05:44.799072Z,sleep aid,
2020-04-29T04:40:44.906673Z,2020-04-29T04:40:44.906673Z,in bed,
2020-04-29T04:45:48.837835Z,2020-04-29T04:45:48.837835Z,lights off,
2020-04-29T05:00:14.843762Z,2020-04-29T12:27:20.067502Z,asleep,
2020-04-29T12:54:24.743568Z,2020-04-29T12:54:24.743568Z,out of bed,
2020-04-29T13:02:35.525300Z,2020-04-29T13:02:35.525300Z,caffeine,
2020-04-29T13:12:30.204914Z,2020-04-29T13:12:30.204914Z,meal,breakfast
2020-04-29T13:12:30.204914Z,2020-04-29T13:12:30.204914Z,drink,with breakfast
2020-04-29T18:31:22.329622Z,2020-04-29T18:31:22.329622Z,chocolate,
2020-04-29T19:14:43.594517Z,2020-04-29T19:14:43.594517Z,snack,
2020-04-29T22:10:52.740021Z,2020-04-29T22:10:52.740021Z,meal,dinner
2020-04-30T03:46:27.895489Z,2020-04-30T03:46:27.895489Z,sleep aid,
2020-04-30T04:32:54.823967Z,2020-04-30T04:32:54.823967Z,lights off,
2020-04-30T04:36:40.244926Z,2020-04-30T04:36:40.244926Z,in bed,
2020-04-30T04:52:23.739149Z,2020-04-30T11:25:58.732209Z,asleep,
2020-04-30T11:44:48.257664Z,2020-04-30T11:44:48.257664Z,out of bed,
2020-04-30T11:44:48.257664Z,2020-04-30T11:44:48.257664Z,toilet,
2020-04-30T12:16:19.351136Z,2020-04-30T12:16:19.351136Z,meal,breakfast
2020-04-30T12:16:19.351136Z,2020-04-30T12:16:19.351136Z,drink,with breakfast
2020-04-30T14:27:47.755450Z,2020-04-30T14:27:47.755450Z,meal,lunch
2020-04-30T16:13:23.963630Z,2020-04-30T16:13:23.963630Z,chocolate,
2020-04-30T19:35:44.304758Z,2020-04-30T19:35:44.304758Z,caffeine,
2020-04-30T20:34:42.130858Z,2020-04-30T20:34:42.130858Z,snack,
2020-04-30T20:44:45.285093Z,2020-04-30T20:44:45.285093Z,meal,dinner
2020-05-01T04:23:27.682007Z,2020-05-01T04:23:27.682007Z,lights off,
2020-05-01T04:40:04.362150Z,2020-05-01T04:40:04.362150Z,in bed,
2020-05-01T05:34:55.592889Z,2020-05-01T12:25:47.198493Z,asleep,
2020-05-01T06:39:36.175148Z,2020-05-01T06:39:36.175148Z,night noise,
2020-05-01T13:18:01.661603Z,2020-05-01T13:18:01.661603Z,out of bed,
2020-05-01T14:12:47.281120Z,2020-05-01T14:12:47.281120Z,chocolate,
2020-05-01T14:15:28.879857Z,2020-05-01T14:15:28.879857Z,drink,with breakfast
2020-05-01T15:08:41.811627Z,2020-05-01T15:08:41.811627Z,snack,
2020-05-01T17:04:53.010346Z,2020-05-01T17:04:53.010346Z,caffeine,
2020-05-01T20:59:18.736742Z,2020-05-01T20:59:18.736742Z,meal,dinner
2020-05-02T03:39:44.582019Z,2020-05-02T03:39:44.582019Z,sleep aid,
