Start,End,Status,Comments
2020-03-12T22:55:21.485231Z,2020-03-12T22:55:21.485231Z,in bed,
2020-03-12T23:59:08.256515Z,2020-03-13T07:03:00Z,asleep,
2020-03-13T07:00:00Z,2020-03-13T07:00:00Z,alarm,
2020-03-13T07:30:42.788341Z,2020-03-13T07:30:42.788341Z,out of bed,
2020-03-13T07:35:42.788341Z,2020-03-13T07:35:42.788341Z,chocolate,
2020-03-13T08:20:44.899512Z,2020-03-13T08:20:44.899512Z,meal,breakfast
2020-03-13T08:20:44.899512Z,2020-03-13T08:20:44.899512Z,drink,with breakfast
2020-03-13T11:42:34.590778Z,2020-03-13T11:42:34.590778Z,meal,lunch
2020-03-13T14:27:39.440544Z,2020-03-13T14:27:39.440544Z,toilet,
2020-03-13T16:19:03.001093Z,2020-03-13T16:19:03.001093Z,meal,dinner
2020-03-13T16:55:26.299600Z,2020-03-13T16:55:26.299600Z,toilet,
2020-03-13T17:28:52.714748Z,2020-03-13T17:28:52.714748Z,caffeine,
2020-03-13T21:15:50.285917Z,2020-03-13T21:15:50.285917Z,snack,
2020-03-14T01:39:06.250318Z,2020-03-14T01:39:06.250318Z,in bed,
2020-03-14T01:40:10.823534Z,2020-03-14T01:40:10.823534Z,lights off,
2020-03-14T02:57:46.399806Z,2020-03-14T11:55:10.581310Z,asleep,
2020-03-14T12:10:22.462977Z,2020-03-14T12:10:22.462977Z,out of bed,
2020-03-14T12:15:22.462977Z,2020-03-14T12:15:22.462977Z,meal,breakfast
2020-03-14T12:23:30.856864Z,2020-03-14T12:23:30.856864Z,chocolate,
2020-03-14T15:42:23.755898Z,2020-03-14T15:42:23.755898Z,meal,lunch
2020-03-14T17:14:03.181391Z,2020-03-14T17:14:03.181391Z,snack,
2020-03-14T20:32:35.121510Z,2020-03-14T20:32:35.121510Z,meal,dinner
2020-03-14T23:53:26.643198Z,2020-03-14T23:53:26.643198Z,sleep aid,
2020-03-15T01:05:00.514971Z,2020-03-15T01:05:00.514971Z,lights off,
2020-03-15T01:07:20.123172Z,2020-03-15T01:07:20.123172Z,in bed,
2020-03-15T01:24:22.415450Z,2020-03-15T08:08:48.711399Z,asleep,
2020-03-15T08:32:55.119082Z,2020-03-15T08:32:55.119082Z,out of bed,
2020-03-15T09:03:40.922214Z,2020-03-15T09:03:40.922214Z,meal,breakfast
2020-03-15T11:09:12.019833Z,2020-03-15T11:09:12.019833Z,caffeine,
2020-03-15T11:27:17.092681Z,2020-03-15T11:27:17.092681Z,meal,lunch
2020-03-15T12:27:14.406445Z,2020-03-15T12:27:14.406445Z,chocolate,
2020-03-15T16:43:01.392298Z,2020-03-15T16:43:01.392298Z,meal,dinner
2020-03-15T16:46:37.709348Z,2020-03-15T16:46:37.709348Z,snack,
2020-03-15T19:25:29.419421Z,2020-03-15T19:25:29.419421Z,alcohol,
2020-03-15T22:51:47.815540Z,2020-03-15T22:51:47.815540Z,sleep aid,
2020-03-15T23:26:37.192949Z,2020-03-15T23:26:37.192949Z,lights off,
2020-03-15T23:40:17.415178Z,2020-03-16T07:03:00Z,asleep,
2020-03-15T23:40:17.415178Z,2020-03-15T23:40:17.415178Z,in bed,
2020-03-16T06:59:27.309895Z,2020-03-16T06:59:27.309895Z,out of bed,
2020-03-16T07:00:00Z,2020-03-16T07:00:00Z,alarm,
2020-03-16T07:20:38.424534Z,2020-03-16T07:20:38.424534Z,meal,breakfast
2020-03-16T10:08:37.846510Z,2020-03-16T10:08:37.846510Z,meal,lunch
2020-03-16T12:46:44.315858Z,2020-03-16T12:46:44.315858Z,chocolate,
2020-03-16T14:53:52.296005Z,2020-03-16T14:53:52.296005Z,meal,dinner
2020-03-16T21:54:46.109436Z,2020-03-16T21:54:46.109436Z,sleep aid,
2020-03-16T23:16:31.922121Z,2020-03-16T23:16:31.922121Z,in bed,
2020-03-16T23:17:59.349969Z,2020-03-16T23:17:59.349969Z,lights off,
2020-03-16T23:43:05.767044Z,2020-03-17T07:03:00Z,asleep,
2020-03-17T07:00:00Z,2020-03-17T07:00:00Z,alarm,
2020-03-17T07:09:59.740700Z,2020-03-17T07:09:59.740700Z,out of bed,
2020-03-17T07:37:02.680026Z,2020-03-17T07:37:02.680026Z,meal,breakfast
2020-03-17T07:37:02.680026Z,2020-03-17T07:37:02.680026Z,drink,with breakfast
2020-03-17T09:40:40.455021Z,2020-03-17T09:40:40.455021Z,toilet,
2020-03-17T10:13:52.860887Z,2020-03-17T10:13:52.860887Z,meal,lunch
2020-03-17T13:29:03.635139Z,2020-03-17T13:29:03.635139Z,caffeine,
2020-03-17T13:38:27.046562Z,2020-03-17T13:38:27.046562Z,meal,dinner
2020-03-17T22:47:44.499186Z,2020-03-17T22:47:44.499186Z,chocolate,
2020-03-17T23:11:29.127668Z,2020-03-17T23:11:29.127668Z,sleep aid,
2020-03-18T00:12:21.479693Z,2020-03-18T00:12:21.479693Z,in bed,
2020-03-18T00:13:47.076833Z,2020-03-18T07:03:00Z,asleep,
2020-03-18T00:13:47.076833Z,2020-03-18T00:13:47.076833Z,lights off,
2020-03-18T03:03:08.451691Z,2020-03-18T03:03:08.451691Z,night noise,
2020-03-18T07:00:00Z,2020-03-18T07:00:00Z,alarm,
2020-03-18T07:37:23.684929Z,2020-03-18T07:37:23.684929Z,out of bed,
2020-03-18T08:17:10.419073Z,2020-03-18T08:17:10.419073Z,meal,breakfast
2020-03-18T08:17:10.419073Z,2020-03-18T08:17:10.419073Z,drink,with breakfast
2020-03-18T10:24:05.402668Z,2020-03-18T10:24:05.402668Z,chocolate,
2020-03-18T12:10:58.680003Z,2020-03-18T12:10:58.680003Z,meal,lunch
2020-03-18T14:06:21.201317Z,2020-03-18T14:06:21.201317Z,caffeine,
2020-03-18T18:48:18.098061Z,2020-03-18T18:48:18.098061Z,snack,
2020-03-18T18:50:57.430312Z,2020-03-18T18:50:57.430312Z,meal,dinner
2020-03-18T23:29:25.364162Z,2020-03-18T23:29:25.364162Z,sleep aid,
2020-03-19T01:09:17.287577Z,2020-03-19T01:09:17.287577Z,in bed,
2020-03-19T01:13:27.684333Z,2020-03-19T01:13:27.684333Z,lights off,
2020-03-19T03:10:37.717292Z,2020-03-19T07:03:00Z,asleep,
2020-03-19T07:00:00Z,2020-03-19T07:00:00Z,alarm,
2020-03-19T07:24:22.265807Z,2020-03-19T07:24:22.265807Z,out of bed,
2020-03-19T07:51:41.514928Z,2020-03-19T07:51:41.514928Z,drink,with breakfast
2020-03-19T13:51:17.645137Z,2020-03-19T13:51:17.645137Z,toilet,
2020-03-19T14:59:27.547082Z,2020-03-19T14:59:27.547082Z,snack,
2020-03-19T15:48:04.133247Z,2020-03-19T15:48:04.133247Z,toilet,
2020-03-19T15:49:56.250935Z,2020-03-19T15:49:56.250935Z,meal,dinner
2020-03-19T18:46:10.947262Z,2020-03-19T18:46:10.947262Z,chocolate,
2020-03-19T20:42:34.189935Z,2020-03-19T20:42:34.189935Z,alcohol,
2020-03-20T00:33:17.094758Z,2020-03-20T00:33:17.094758Z,in bed,
2020-03-20T00:59:04.075094Z,2020-03-20T00:59:04.075094Z,lights off,
2020-03-20T01:04:51.290815Z,2020-03-20T07:03:00Z,asleep,
2020-03-20T07:00:00Z,2020-03-20T07:00:00Z,alarm,
2020-03-20T07:26:03.548768Z,2020-03-20T07:26:03.548768Z,out of bed,
2020-03-20T08:04:53.104928Z,2020-03-20T08:04:53.104928Z,drink,with breakfast
2020-03-20T09:56:39.968562Z,2020-03-20T09:56:39.968562Z,caffeine,
2020-03-20T10:55:36.183531Z,2020-03-20T10:55:36.183531Z,meal,lunch
2020-03-20T13:25:35.242604Z,2020-03-20T13:25:35.242604Z,toilet,
2020-03-20T17:41:24.159214Z,2020-03-20T17:41:24.159214Z,snack,
2020-03-20T22:05:10.826961Z,2020-03-20T22:05:10.826961Z,sleep aid,
2020-03-20T23:10:29.598676Z,2020-03-20T23:10:29.598676Z,lights off,
2020-03-20T23:14:17.850989Z,2020-03-20T23:14:17.850989Z,in bed,
2020-03-21T00:05:15.084254Z,2020-03-21T06:16:56.169065Z,asleep,
2020-03-21T01:22:55.663074Z,2020-03-21T01:22:55.663074Z,night noise,
2020-03-21T06:55:36.717497Z,2020-03-21T06:55:36.717497Z,out of bed,
2020-03-21T07:09:59.361944Z,2020-03-21T07:09:59.361944Z,drink,with breakfast
2020-03-21T10:09:18.024303Z,2020-03-21T10:09:18.024303Z,meal,lunch
2020-03-21T14:26:28.818773Z,2020-03-21T14:26:28.818773Z,snack,
2020-03-21T16:01:22.698500Z,2020-03-21T16:01:22.698500Z,toilet,
2020-03-21T16:17:47.610437Z,2020-03-21T16:17:47.610437Z,chocolate,
2020-03-21T17:56:37.145873Z,2020-03-21T17:56:37.145873Z,caffeine,
2020-03-21T23:43:19.797303Z,2020-03-21T23:43:19.797303Z,sleep aid,
2020-03-22T00:32:37.476450Z,2020-03-22T00:32:37.476450Z,in bed,
2020-03-22T00:32:57.770158Z,2020-03-22T08:56:30.297000Z,asleep,
2020-03-22T00:32:57.770158Z,2020-03-22T00:32:57.770158Z,lights off,
2020-03-22T09:09:43.342775Z,2020-03-22T09:09:43.342775Z,out of bed,
2020-03-22T09:09:43.342775Z,2020-03-22T09:09:43.342775Z,toilet,
2020-03-22T09:14:43.342775Z,2020-03-22T09:14:43.342775Z,chocolate,
2020-03-22T09:44:33.657079Z,2020-03-22T09:44:33.657079Z,meal,breakfast
2020-03-22T10:48:28.295765Z,2020-03-22T10:48:28.295765Z,caffeine,
2020-03-22T11:42:47.875572Z,2020-03-22T11:42:47.875572Z,meal,lunch
2020-03-22T16:08:47.247198Z,2020-03-22T16:08:47.247198Z,toilet,
2020-03-22T17:49:06.849673Z,2020-03-22T17:49:06.849673Z,meal,dinner
2020-03-23T02:28:27.989467Z,2020-03-23T02:28:27.989467Z,lights off,
2020-03-23T02:47:06.311685Z,2020-03-23T02:47:06.311685Z,in bed,
2020-03-23T03:57:18.403953Z,2020-03-23T07:03:00Z,asleep,
2020-03-23T07:00:00Z,2020-03-23T07:00:00Z,alarm,
2020-03-23T07:10:42.084430Z,2020-03-23T07:10:42.084430Z,night noise,
2020-03-23T07:46:17.309047Z,2020-03-23T07:46:17.309047Z,out of bed,
2020-03-23T08:21:24.523024Z,2020-03-23T08:21:24.523024Z,meal,breakfast
2020-03-23T08:21:24.523024Z,2020-03-23T08:21:24.523024Z,drink,with breakfast
2020-03-23T12:04:29.318789Z,2020-03-23T12:04:29.318789Z,meal,lunch
2020-03-23T12:07:53.495808Z,2020-03-23T12:07:53.495808Z,toilet,
2020-03-23T14:47:45.499446Z,2020-03-23T14:47:45.499446Z,chocolate,
2020-03-23T16:30:37.671698Z,2020-03-23T16:30:37.671698Z,meal,dinner
2020-03-23T17:37:08.421944Z,2020-03-23T17:37:08.421944Z,snack,
2020-03-23T19:29:54.631457Z,2020-03-23T19:29:54.631457Z,toilet,
2020-03-24T00:00:39.862373Z,2020-03-24T00:00:39.862373Z,in bed,
2020-03-24T00:01:11.112387Z,2020-03-24T00:01:11.112387Z,lights off,
2020-03-24T01:37:42.359214Z,2020-03-24T07:03:00Z,asleep,
2020-03-24T07:00:00Z,2020-03-24T07:00:00Z,alarm,
2020-03-24T07:23:56.437488Z,2020-03-24T07:23:56.437488Z,out of bed,
2020-03-24T07:58:25.458180Z,2020-03-24T07:58:25.458180Z,meal,breakfast
2020-03-24T07:58:25.458180Z,2020-03-24T07:58:25.458180Z,drink,with breakfast
2020-03-24T09:15:57.013272Z,2020-03-24T09:15:57.013272Z,chocolate,
2020-03-24T11:07:07.029100Z,2020-03-24T11:07:07.029100Z,meal,lunch
2020-03-24T15:01:13.457000Z,2020-03-24T15:01:13.457000Z,meal,dinner
2020-03-24T17:11:19.281807Z,2020-03-24T17:11:19.281807Z,snack,
2020-03-24T23:07:36.801654Z,2020-03-24T23:07:36.801654Z,in bed,
2020-03-24T23:10:25.610720Z,2020-03-24T23:10:25.610720Z,lights off,
2020-03-25T00:12:59.842198Z,2020-03-25T07:03:00Z,asleep,
2020-03-25T07:00:00Z,2020-03-25T07:00:00Z,alarm,
2020-03-25T08:00:56.460199Z,2020-03-25T08:00:56.460199Z,out of bed,
2020-03-25T08:47:48.575167Z,2020-03-25T08:47:48.575167Z,meal,breakfast
2020-03-25T08:47:48.575167Z,2020-03-25T08:47:48.575167Z,drink,with breakfast
2020-03-25T11:30:57.889822Z,2020-03-25T11:30:57.889822Z,meal,lunch
2020-03-25T15:07:50.097012Z,2020-03-25T15:07:50.097012Z,chocolate,
2020-03-25T17:56:37.303310Z,2020-03-25T17:56:37.303310Z,meal,dinner
2020-03-25T23:34:47.126925Z,2020-03-25T23:34:47.126925Z,lights off,
2020-03-25T23:58:55.487408Z,2020-03-25T23:58:55.487408Z,in bed,
2020-03-26T00:12:10.720839Z,2020-03-26T07:03:00Z,asleep,
2020-03-26T07:00:00Z,2020-03-26T07:00:00Z,alarm,
2020-03-26T07:37:03.426767Z,2020-03-26T07:37:03.426767Z,out of bed,
2020-03-26T07:42:03.426767Z,2020-03-26T07:42:03.426767Z,chocolate,
2020-03-26T08:11:03.363935Z,2020-03-26T08:11:03.363935Z,meal,breakfast
2020-03-26T08:11:03.363935Z,2020-03-26T08:11:03.363935Z,drink,with breakfast
2020-03-26T09:19:20.861655Z,2020-03-26T09:19:20.861655Z,caffeine,
2020-03-26T15:23:07.089500Z,2020-03-26T15:23:07.089500Z,meal,dinner
2020-03-26T22:59:01.960658Z,2020-03-26T22:59:01.960658Z,snack,
2020-03-26T23:01:40.740915Z,2020-03-26T23:01:40.740915Z,sleep aid,
2020-03-26T23:56:35.965863Z,2020-03-26T23:56:35.965863Z,lights off,
2020-03-27T00:13:35.591697Z,2020-03-27T07:03:00Z,asleep,
2020-03-27T00:13:35.591697Z,2020-03-27T00:13:35.591697Z,in bed,
2020-03-27T07:00:00Z,2020-03-27T07:00:00Z,alarm,
2020-03-27T07:08:41.687090Z,2020-03-27T07:08:41.687090Z,out of bed,
2020-03-27T07:45:37.007881Z,2020-03-27T07:45:37.007881Z,meal,breakfast
2020-03-27T07:45:37.007881Z,2020-03-27T07:45:37.007881Z,drink,with breakfast
2020-03-27T08:37:37.646936Z,2020-03-27T08:37:37.646936Z,chocolate,
2020-03-27T11:29:03.794490Z,2020-03-27T11:29:03.794490Z,meal,lunch
2020-03-27T11:35:48.362560Z,2020-03-27T11:35:48.362560Z,snack,
2020-03-27T13:42:52.357503Z,2020-03-27T13:42:52.357503Z,caffeine,
2020-03-27T15:31:35.506523Z,2020-03-27T15:31:35.506523Z,meal,dinner
2020-03-27T22:52:42.940101Z,2020-03-27T22:52:42.940101Z,sleep aid,
2020-03-27T23:19:10.015382Z,2020-03-27T23:19:10.015382Z,in bed,
2020-03-27T23:22:15.324427Z,2020-03-27T23:22:15.324427Z,lights off,
2020-03-27T23:55:28.329376Z,2020-03-28T08:15:32.376549Z,asleep,
2020-03-28T05:03:20.689551Z,2020-03-28T05:03:20.689551Z,night noise,
2020-03-28T08:24:38.199593Z,2020-03-28T08:24:38.199593Z,out of bed,
2020-03-28T08:29:38.199593Z,2020-03-28T08:29:38.199593Z,caffeine,
2020-03-28T08:49:43.977217Z,2020-03-28T08:49:43.977217Z,drink,with breakfast
2020-03-28T11:47:14.588957Z,2020-03-28T11:47:14.588957Z,meal,lunch
2020-03-28T11:57:59.255970Z,2020-03-28T11:57:59.255970Z,chocolate,
2020-03-28T12:57:26.696227Z,2020-03-28T12:57:26.696227Z,snack,
2020-03-28T17:11:44.449379Z,2020-03-28T17:11:44.449379Z,meal,dinner
2020-03-28T23:29:48.157863Z,2020-03-28T23:29:48.157863Z,lights off,
2020-03-28T23:50:24.742175Z,2020-03-28T23:50:24.742175Z,in bed,
2020-03-29T02:16:54.043877Z,2020-03-29T10:33:39.167713Z,asleep,
2020-03-29T11:05:25.625508Z,2020-03-29T11:05:25.625508Z,out of bed,
2020-03-29T11:35:30.304972Z,2020-03-29T11:35:30.304972Z,meal,breakfast
2020-03-29T14:42:02.110023Z,2020-03-29T14:42:02.110023Z,toilet,
2020-03-29T17:11:57.951246Z,2020-03-29T17:11:57.951246Z,caffeine,
2020-03-29T21:06:48.794753Z,2020-03-29T21:06:48.794753Z,snack,
2020-03-29T21:47:19.590100Z,2020-03-29T21:47:19.590100Z,meal,dinner
2020-03-29T22:56:06.990988Z,2020-03-29T22:56:06.990988Z,chocolate,
2020-03-30T00:50:41.623091Z,2020-03-30T00:50:41.623091Z,lights off,
2020-03-30T01:08:14.804589Z,2020-03-30T01:08:14.804589Z,in bed,
2020-03-30T01:38:08.193702Z,2020-03-30T08:03:00Z,asleep,
2020-03-30T08:00:00Z,2020-03-30T08:00:00Z,alarm,
2020-03-30T08:19:34.047669Z,2020-03-30T08:19:34.047669Z,out of bed,
2020-03-30T08:30:11.380001Z,2020-03-30T08:30:11.380001Z,meal,breakfast
2020-03-30T08:30:11.380001Z,2020-03-30T08:30:11.380001Z,drink,with breakfast
2020-03-30T12:12:57.482529Z,2020-03-30T12:12:57.482529Z,meal,lunch
2020-03-30T14:50:16.613055Z,2020-03-30T14:50:16.613055Z,chocolate,
2020-03-30T16:05:55.056676Z,2020-03-30T16:05:55.056676Z,caffeine,
2020-03-30T16:16:52.132449Z,2020-03-30T16:16:52.132449Z,meal,dinner
2020-03-30T18:22:27.487120Z,2020-03-30T18:22:27.487120Z,snack,
2020-03-31T00:49:22.287392Z,2020-03-31T00:49:22.287392Z,lights off,
2020-03-31T00:52:50.526466Z,2020-03-31T00:52:50.526466Z,sleep aid,
2020-03-31T01:26:40.733144Z,2020-03-31T01:26:40.733144Z,in bed,
2020-03-31T02:17:46.617254Z,2020-03-31T08:03:00Z,asleep,
2020-03-31T08:00:00Z,2020-03-31T08:00:00Z,alarm,
2020-03-31T08:48:50.862353Z,2020-03-31T08:48:50.862353Z,out of bed,
2020-03-31T08:53:50.862353Z,2020-03-31T08:53:50.862353Z,caffeine,
2020-03-31T09:26:48.254462Z,2020-03-31T09:26:48.254462Z,meal,breakfast
2020-03-31T09:26:48.254462Z,2020-03-31T09:26:48.254462Z,drink,with breakfast
2020-03-31T10:05:20.202448Z,2020-03-31T10:05:20.202448Z,chocolate,
2020-03-31T12:35:34.788728Z,2020-03-31T12:35:34.788728Z,meal,lunch
2020-03-31T14:20:57.958280Z,2020-03-31T14:20:57.958280Z,toilet,
2020-03-31T15:10:58.319022Z,2020-03-31T15:10:58.319022Z,snack,
2020-03-31T16:31:00.493566Z,2020-03-31T16:31:00.493566Z,meal,dinner
2020-04-01T00:45:52.285199Z,2020-04-01T00:45:52.285199Z,lights off,
2020-04-01T01:12:11.414770Z,2020-04-01T01:12:11.414770Z,in bed,
2020-04-01T02:04:06.944950Z,2020-04-01T08:03:00Z,asleep,
2020-04-01T06:20:13.949447Z,2020-04-01T06:20:13.949447Z,night noise,
2020-04-01T08:00:00Z,2020-04-01T08:00:00Z,alarm,
2020-04-01T08:33:36.068369Z,2020-04-01T08:33:36.068369Z,out of bed,
2020-04-01T09:02:09.455533Z,2020-04-01T09:02:09.455533Z,drink,with breakfast
2020-04-01T11:16:03.781967Z,2020-04-01T11:16:03.781967Z,chocolate,
2020-04-01T11:34:14.952469Z,2020-04-01T11:34:14.952469Z,meal,lunch
2020-04-01T17:24:23.061512Z,2020-04-01T17:24:23.061512Z,meal,dinner
2020-04-01T18:03:33.690001Z,2020-04-01T18:03:33.690001Z,caffeine,
2020-04-02T00:11:55.521026Z,2020-04-02T00:11:55.521026Z,sleep aid,
2020-04-02T00:12:34.274879Z,2020-04-02T00:12:34.274879Z,lights off,
2020-04-02T00:52:21.695913Z,2020-04-02T00:52:21.695913Z,in bed,
2020-04-02T02:15:08.512196Z,2020-04-02T08:03:00Z,asleep,
2020-04-02T08:00:00Z,2020-04-02T08:00:00Z,alarm,
2020-04-02T08:09:56.186940Z,2020-04-02T08:09:56.186940Z,out of bed,
2020-04-02T09:07:34.354043Z,2020-04-02T09:07:34.354043Z,meal,breakfast
2020-04-02T09:07:34.354043Z,2020-04-02T09:07:34.354043Z,drink,with breakfast
2020-04-02T12:33:09.905238Z,2020-04-02T12:33:09.905238Z,meal,lunch
2020-04-02T15:34:55.628567Z,2020-04-02T15:34:55.628567Z,toilet,
2020-04-02T17:54:48.628560Z,2020-04-02T17:54:48.628560Z,meal,dinner
2020-04-03T01:44:24.846662Z,2020-04-03T01:44:24.846662Z,lights off,
2020-04-03T02:01:19.154302Z,2020-04-03T02:01:19.154302Z,in bed,
2020-04-03T02:33:18.541397Z,2020-04-03T08:03:00Z,asleep,
2020-04-03T06:43:53.425385Z,2020-04-03T06:43:53.425385Z,night noise,
2020-04-03T08:00:00Z,2020-04-03T08:00:00Z,alarm,
2020-04-03T08:49:24.951579Z,2020-04-03T08:49:24.951579Z,out of bed,
2020-04-03T09:15:47.388813Z,2020-04-03T09:15:47.388813Z,meal,breakfast
2020-04-03T09:15:47.388813Z,2020-04-03T09:15:47.388813Z,drink,with breakfast
2020-04-03T10:55:41.404648Z,2020-04-03T10:55:41.404648Z,chocolate,
2020-04-03T11:11:13.106993Z,2020-04-03T11:11:13.106993Z,caffeine,
2020-04-03T11:33:31.686794Z,2020-04-03T11:33:31.686794Z,meal,lunch
2020-04-03T16:22:22.008693Z,2020-04-03T16:22:22.008693Z,toilet,
2020-04-03T17:52:11.792326Z,2020-04-03T17:52:11.792326Z,meal,dinner
2020-04-03T19:39:00.095633Z,2020-04-03T19:39:00.095633Z,snack,
2020-04-04T00:04:52.023135Z,2020-04-04T00:04:52.023135Z,lights off,
2020-04-04T00:25:32.840929Z,2020-04-04T00:25:32.840929Z,in bed,
2020-04-04T00:42:57.076611Z,2020-04-04T08:58:04.674078Z,asleep,
2020-04-04T09:17:04.548583Z,2020-04-04T09:17:04.548583Z,out of bed,
2020-04-04T09:22:04.548583Z,2020-04-04T09:22:04.548583Z,chocolate,
2020-04-04T09:42:26.382512Z,2020-04-04T09:42:26.382512Z,meal,breakfast
2020-04-04T12:11:11.630213Z,2020-04-04T12:11:11.630213Z,meal,lunch
2020-04-04T16:47:41.930268Z,2020-04-04T16:47:41.930268Z,meal,dinner
2020-04-04T18:45:02.406701Z,2020-04-04T18:45:02.406701Z,snack,
2020-04-04T20:09:45.103751Z,2020-04-04T20:09:45.103751Z,caffeine,
2020-04-05T01:40:17.452052Z,2020-04-05T01:40:17.452052Z,lights off,
2020-04-05T01:57:51.200539Z,2020-04-05T01:57:51.200539Z,in bed,
2020-04-05T02:00:04.219072Z,2020-04-05T10:22:17.346364Z,asleep,
2020-04-05T11:03:46.084765Z,2020-04-05T11:03:46.084765Z,out of bed,
2020-04-05T11:37:05.561419Z,2020-04-05T11:37:05.561419Z,meal,breakfast
2020-04-05T11:37:05.561419Z,2020-04-05T11:37:05.561419Z,drink,with breakfast
2020-04-05T14:14:58.456457Z,2020-04-05T14:14:58.456457Z,meal,lunch
2020-04-05T17:09:36.334702Z,2020-04-05T17:09:36.334702Z,chocolate,
2020-04-05T23:37:40.515415Z,2020-04-05T23:37:40.515415Z,sleep aid,
2020-04-06T00:14:44.830018Z,2020-04-06T00:14:44.830018Z,lights off,
2020-04-06T00:29:05.503625Z,2020-04-06T00:29:05.503625Z,in bed,
2020-04-06T01:02:39.213982Z,2020-04-06T08:03:00Z,asleep,
2020-04-06T08:00:00Z,2020-04-06T08:00:00Z,alarm,
2020-04-06T08:36:32.194474Z,2020-04-06T08:36:32.194474Z,out of bed,
2020-04-06T09:06:53.465574Z,2020-04-06T09:06:53.465574Z,meal,breakfast
2020-04-06T09:43:39.273995Z,2020-04-06T09:43:39.273995Z,toilet,
2020-04-06T12:34:54.270278Z,2020-04-06T12:34:54.270278Z,meal,lunch
2020-04-06T15:38:11.101456Z,2020-04-06T15:38:11.101456Z,toilet,
2020-04-06T19:33:24.882750Z,2020-04-06T19:33:24.882750Z,snack,
2020-04-07T01:51:41.899580Z,2020-04-07T01:51:41.899580Z,in bed,
2020-04-07T02:04:17.662596Z,2020-04-07T08:03:00Z,asleep,
2020-04-07T02:04:17.662596Z,2020-04-07T02:04:17.662596Z,lights off,
2020-04-07T04:58:18.473313Z,2020-04-07T04:58:18.473313Z,night noise,
2020-04-07T08:00:00Z,2020-04-07T08:00:00Z,alarm,
2020-04-07T08:13:16.797640Z,2020-04-07T08:13:16.797640Z,out of bed,
2020-04-07T08:45:48.628300Z,2020-04-07T08:45:48.628300Z,meal,breakfast
2020-04-07T08:45:48.628300Z,2020-04-07T08:45:48.628300Z,drink,with breakfast
2020-04-07T12:04:53.474199Z,2020-04-07T12:04:53.474199Z,meal,lunch
2020-04-07T13:24:51.342620Z,2020-04-07T13:24:51.342620Z,toilet,
2020-04-07T16:00:49.425632Z,2020-04-07T16:00:49.425632Z,caffeine,
2020-04-07T16:36:46.106865Z,2020-04-07T16:36:46.106865Z,meal,dinner
2020-04-07T16:37:35.584352Z,2020-04-07T16:37:35.584352Z,snack,
2020-04-07T22:10:37.754260Z,2020-04-07T22:10:37.754260Z,alcohol,
2020-04-08T00:58:07.042620Z,2020-04-08T00:58:07.042620Z,lights off,
2020-04-08T01:27:46.467460Z,2020-04-08T01:27:46.467460Z,in bed,
2020-04-08T01:27:46.467460Z,2020-04-08T01:27:46.467460Z,night noise,
2020-04-08T03:48:13.948259Z,2020-04-08T08:03:00Z,asleep,
2020-04-08T08:00:00Z,2020-04-08T08:00:00Z,alarm,
2020-04-08T08:11:21.217944Z,2020-04-08T08:11:21.217944Z,out of bed,
2020-04-08T08:49:00.177203Z,2020-04-08T08:49:00.177203Z,drink,with breakfast
2020-04-08T11:18:30.681570Z,2020-04-08T11:18:30.681570Z,meal,lunch
2020-04-08T11:36:36.063594Z,2020-04-08T11:36:36.063594Z,snack,
2020-04-08T16:18:53.813107Z,2020-04-08T16:18:53.813107Z,meal,dinner
2020-04-08T19:20:56.058049Z,2020-04-08T19:20:56.058049Z,caffeine,
2020-04-08T19:54:40.774138Z,2020-04-08T19:54:40.774138Z,chocolate,
2020-04-09T00:39:24.482683Z,2020-04-09T00:39:24.482683Z,sleep aid,
2020-04-09T01:55:38.745462Z,2020-04-09T08:03:00Z,asleep,
2020-04-09T01:55:38.745462Z,2020-04-09T01:55:38.745462Z,in bed,
2020-04-09T01:55:38.745462Z,2020-04-09T01:55:38.745462Z,lights off,
2020-04-09T08:00:00Z,2020-04-09T08:00:00Z,alarm,
2020-04-09T08:21:41.435124Z,2020-04-09T08:21:41.435124Z,out of bed,
2020-04-09T08:26:41.435124Z,2020-04-09T08:26:41.435124Z,caffeine,
2020-04-09T08:48:31.825560Z,2020-04-09T08:48:31.825560Z,meal,breakfast
2020-04-09T08:48:31.825560Z,2020-04-09T08:48:31.825560Z,drink,with breakfast
2020-04-09T11:40:00.115831Z,2020-04-09T11:40:00.115831Z,meal,lunch
2020-04-09T19:51:09.238552Z,2020-04-09T19:51:09.238552Z,snack,
2020-04-09T21:00:35.560216Z,2020-04-09T21:00:35.560216Z,chocolate,
2020-04-10T01:14:21.606747Z,2020-04-10T01:14:21.606747Z,in bed,
2020-04-10T01:14:24.732916Z,2020-04-10T01:14:24.732916Z,lights off,
2020-04-10T02:39:53.790147Z,2020-04-10T08:03:00Z,asleep,
2020-04-10T08:00:00Z,2020-04-10T08:00:00Z,alarm,
2020-04-10T08:39:44.235988Z,2020-04-10T08:39:44.235988Z,out of bed,
2020-04-10T09:21:26.843754Z,2020-04-10T09:21:26.843754Z,meal,breakfast
2020-04-10T09:21:26.843754Z,2020-04-10T09:21:26.843754Z,drink,with breakfast
2020-04-10T10:34:12.723796Z,2020-04-10T10:34:12.723796Z,chocolate,
2020-04-10T12:35:02.357805Z,2020-04-10T12:35:02.357805Z,meal,lunch
